card_id,account_id,customer_id,card_type,card_number,card_limit,issued_date,valid_date,card_sub_type
64,923,,DEBIT,4.43663E+15,,2022-11-23,2026-11-23,UnionPay
65,24601,,DEBIT,5.15454E+15,,2021-11-11,2025-11-11,MasterCard
66,,72238,CREDIT,8.98997E+14,2871,2021-06-24,2024-06-24,Travel
67,29777,,DEBIT,1.9109E+15,,2020-10-03,2024-10-03,UnionPay
68,,46005,CREDIT,1.05697E+14,8175,2022-02-07,2025-02-07,Business
69,,50940,CREDIT,5.70548E+15,7087,2021-10-14,2024-10-14,Travel
70,26593,,DEBIT,7.16323E+15,,2022-03-02,2026-03-02,MasterCard
71,3297,,DEBIT,3.40905E+15,,2023-05-20,2027-05-20,American Express
72,14654,,DEBIT,1.78911E+15,,2023-01-09,2027-01-09,MasterCard
73,,8769,CREDIT,7.39439E+15,4702,2021-04-14,2024-04-14,Business
74,2975,,DEBIT,6.96423E+15,,2021-01-20,2025-01-20,MasterCard
75,3653,,DEBIT,2.69294E+15,,2021-03-17,2025-03-17,MasterCard
76,22180,,DEBIT,2.19551E+15,,2022-11-21,2026-11-21,UnionPay
77,61,,DEBIT,7.42689E+15,,2022-03-08,2026-03-08,American Express
78,13862,,DEBIT,5.30345E+14,,2020-10-27,2024-10-27,Visa
79,,8687,CREDIT,2.08908E+15,7485,2020-10-05,2023-10-05,Shopping
80,31216,,DEBIT,9.81755E+14,,2021-05-21,2025-05-21,Discover
81,3016,,DEBIT,5.07756E+15,,2020-08-12,2024-08-12,American Express
82,,55655,CREDIT,3.37269E+15,3728,2021-04-28,2024-04-28,Shopping
83,,72820,CREDIT,9.02027E+15,2748,2023-05-27,2026-05-27,Travel
84,9634,,DEBIT,7.8354E+15,,2020-12-12,2024-12-12,Visa
85,16118,,DEBIT,5.8887E+15,,2021-11-23,2025-11-23,American Express
86,12381,,DEBIT,6.97964E+15,,2021-12-15,2025-12-15,Discover
87,,60018,CREDIT,6.86669E+15,6438,2021-03-11,2024-03-11,Reward
88,26275,,DEBIT,1.22069E+15,,2023-04-23,2027-04-23,Visa
89,,68354,CREDIT,8.64892E+15,7025,2021-04-07,2024-04-07,Business
90,,44254,CREDIT,5.2232E+15,7506,2020-11-09,2023-11-09,Business
91,,75721,CREDIT,3.59647E+15,2339,2022-09-01,2025-09-01,Travel
92,,31740,CREDIT,4.91587E+15,5308,2021-06-17,2024-06-17,Business
93,,60939,CREDIT,6.45158E+15,7580,2023-02-27,2026-02-27,Travel
94,593,,DEBIT,5.93098E+15,,2021-08-31,2025-08-31,UnionPay
95,,69511,CREDIT,2.69291E+15,3149,2022-09-23,2025-09-23,Reward
96,,46031,CREDIT,8.21948E+15,7496,2020-10-12,2023-10-12,Shopping
97,,61477,CREDIT,7.42E+15,5454,2023-04-25,2026-04-25,Travel
98,31810,,DEBIT,6.47788E+15,,2023-06-01,2027-06-01,Visa
99,15091,,DEBIT,6.89874E+15,,2020-09-19,2024-09-19,UnionPay
100,2775,,DEBIT,3.80672E+14,,2021-07-18,2025-07-18,Discover
101,,12137,CREDIT,8.05824E+15,2119,2023-03-09,2026-03-09,Travel
102,20224,,DEBIT,4.64726E+15,,2023-01-31,2027-01-31,MasterCard
103,3437,,DEBIT,3.71962E+15,,2021-12-02,2025-12-02,MasterCard
104,17536,,DEBIT,5.01935E+15,,2022-10-29,2026-10-29,UnionPay
105,18281,,DEBIT,5.89626E+15,,2020-12-19,2024-12-19,American Express
106,,19583,CREDIT,6.09456E+15,8756,2021-05-17,2024-05-17,Reward
107,,71844,CREDIT,9.88129E+14,9944,2020-07-10,2023-07-10,Reward
108,,72715,CREDIT,3.50613E+15,8516,2022-05-29,2025-05-29,Business
109,11309,,DEBIT,7.16386E+15,,2021-07-20,2025-07-20,Visa
110,19928,,DEBIT,6.10511E+15,,2021-11-25,2025-11-25,Visa
111,16468,,DEBIT,8.96997E+14,,2021-03-29,2025-03-29,UnionPay
112,13540,,DEBIT,5.89932E+15,,2022-08-12,2026-08-12,MasterCard
113,10506,,DEBIT,6.95345E+15,,2021-01-22,2025-01-22,MasterCard
114,28981,,DEBIT,6.12002E+15,,2020-10-22,2024-10-22,Discover
115,,79306,CREDIT,6.04357E+15,3820,2020-10-01,2023-10-01,Reward
116,15813,,DEBIT,5.39215E+14,,2020-08-10,2024-08-10,Visa
117,,58212,CREDIT,5.65879E+15,9979,2021-08-23,2024-08-23,Travel
118,,40475,CREDIT,2.85796E+15,4734,2023-02-21,2026-02-21,Shopping
119,16980,,DEBIT,1.67798E+15,,2021-07-18,2025-07-18,UnionPay
120,,8344,CREDIT,3.46218E+15,3624,2021-07-27,2024-07-27,Travel
121,1315,,DEBIT,1.49085E+15,,2020-10-31,2024-10-31,Discover
122,26059,,DEBIT,5.89472E+15,,2022-05-27,2026-05-27,American Express
123,,96679,CREDIT,9.34676E+15,4783,2021-01-28,2024-01-28,Business
124,29275,,DEBIT,3.22369E+15,,2021-08-18,2025-08-18,American Express
125,240,,DEBIT,9.93642E+15,,2022-03-15,2026-03-15,UnionPay
126,25820,,DEBIT,3.95261E+15,,2022-08-08,2026-08-08,Visa
127,,99058,CREDIT,9.67184E+15,9691,2022-07-01,2025-07-01,Business
128,17081,,DEBIT,5.76618E+15,,2022-03-28,2026-03-28,UnionPay
129,,12948,CREDIT,7.15015E+15,3036,2022-11-07,2025-11-07,Reward
130,18326,,DEBIT,7.68607E+15,,2021-01-12,2025-01-12,Discover
131,,62933,CREDIT,5.2418E+15,4152,2021-12-06,2024-12-06,Travel
132,,1401,CREDIT,9.95724E+15,6330,2023-04-23,2026-04-23,Business
133,,31764,CREDIT,4.20821E+15,4518,2023-02-26,2026-02-26,Reward
134,,99004,CREDIT,7.31259E+15,2322,2022-07-18,2025-07-18,Reward
135,,93167,CREDIT,4.70416E+15,4616,2023-05-02,2026-05-02,Travel
136,712,,DEBIT,5.51542E+14,,2021-05-21,2025-05-21,Visa
137,2210,,DEBIT,7.06407E+15,,2021-02-27,2025-02-27,UnionPay
138,26335,,DEBIT,6.44018E+15,,2022-04-14,2026-04-14,American Express
139,7208,,DEBIT,1.14657E+15,,2022-05-19,2026-05-19,Discover
140,,86878,CREDIT,9.56045E+14,8872,2021-12-17,2024-12-17,Business
141,21946,,DEBIT,8.19981E+15,,2022-02-15,2026-02-15,Discover
142,,64980,CREDIT,1.22898E+15,5096,2021-04-14,2024-04-14,Business
143,,77102,CREDIT,8.29182E+15,6827,2021-11-12,2024-11-12,Shopping
144,,80403,CREDIT,7.37332E+15,9685,2023-01-30,2026-01-30,Travel
145,,19141,CREDIT,9.93903E+15,9675,2021-04-07,2024-04-07,Reward
146,,82796,CREDIT,4.00725E+15,7940,2020-09-13,2023-09-13,Business
147,,26508,CREDIT,5.75195E+15,8337,2023-04-18,2026-04-18,Shopping
148,,20775,CREDIT,9.88258E+15,4905,2021-08-17,2024-08-17,Business
149,,5049,CREDIT,1.66476E+15,7567,2020-08-25,2023-08-25,Shopping
150,5139,,DEBIT,3.69832E+15,,2023-04-22,2027-04-22,American Express
151,,39816,CREDIT,2.24998E+15,4927,2022-03-30,2025-03-30,Business
152,26503,,DEBIT,9.96109E+15,,2022-07-27,2026-07-27,American Express
153,,12813,CREDIT,6.54729E+15,4409,2022-03-23,2025-03-23,Business
154,33183,,DEBIT,2.66256E+14,,2023-01-10,2027-01-10,Discover
155,,77631,CREDIT,4.85818E+15,2851,2020-10-05,2023-10-05,Business
156,,94364,CREDIT,7.53024E+15,9348,2023-05-03,2026-05-03,Travel
157,26274,,DEBIT,8.00568E+15,,2023-04-04,2027-04-04,Discover
158,2632,,DEBIT,9.36875E+15,,2020-12-13,2024-12-13,Discover
159,16135,,DEBIT,1.89128E+15,,2022-08-25,2026-08-25,UnionPay
160,,4219,CREDIT,5.76389E+15,6754,2021-05-27,2024-05-27,Reward
161,,78522,CREDIT,8.17246E+15,9443,2020-10-13,2023-10-13,Reward
162,,63949,CREDIT,1.33277E+15,5996,2022-09-13,2025-09-13,Shopping
163,15370,,DEBIT,6.81828E+15,,2021-05-22,2025-05-22,MasterCard
164,,57601,CREDIT,4.66997E+15,3999,2022-07-31,2025-07-31,Travel
165,,55238,CREDIT,2.16602E+15,4002,2021-06-22,2024-06-22,Reward
166,,30916,CREDIT,7.11025E+15,5735,2020-07-31,2023-07-31,Business
167,,9675,CREDIT,8.5371E+15,2890,2022-03-25,2025-03-25,Reward
168,,25321,CREDIT,8.55099E+15,3095,2021-09-30,2024-09-30,Reward
169,,34676,CREDIT,4.32207E+15,4452,2021-11-24,2024-11-24,Reward
170,,89706,CREDIT,3.00216E+15,2577,2022-10-26,2025-10-26,Shopping
171,,8661,CREDIT,9.79823E+15,2158,2021-01-27,2024-01-27,Business
172,,56569,CREDIT,7.96769E+15,5807,2023-01-10,2026-01-10,Travel
173,26320,,DEBIT,8.12624E+14,,2020-08-06,2024-08-06,MasterCard
174,,93814,CREDIT,8.94925E+15,3192,2023-01-30,2026-01-30,Business
175,1080,,DEBIT,7.72E+13,,2022-09-06,2026-09-06,Discover
176,,55350,CREDIT,4.42079E+15,6423,2021-03-16,2024-03-16,Business
177,14772,,DEBIT,3.79008E+15,,2020-11-24,2024-11-24,Discover
178,19908,,DEBIT,3.34431E+15,,2022-10-23,2026-10-23,American Express
179,17259,,DEBIT,8.14696E+15,,2022-01-24,2026-01-24,Visa
180,,46873,CREDIT,2.94615E+15,7986,2021-12-19,2024-12-19,Shopping
181,7021,,DEBIT,5.55462E+15,,2020-11-01,2024-11-01,UnionPay
182,11410,,DEBIT,1.29418E+15,,2021-02-02,2025-02-02,Visa
183,9811,,DEBIT,3.04599E+14,,2021-04-30,2025-04-30,Visa
184,,28633,CREDIT,7.60289E+15,5012,2022-07-03,2025-07-03,Business
185,,10513,CREDIT,4.6677E+15,5985,2022-06-08,2025-06-08,Travel
186,18898,,DEBIT,8.42706E+15,,2021-03-16,2025-03-16,MasterCard
187,,27615,CREDIT,9.81941E+15,3956,2020-11-17,2023-11-17,Travel
188,26952,,DEBIT,2.20622E+15,,2021-02-04,2025-02-04,MasterCard
189,,99116,CREDIT,3.82812E+15,9369,2022-10-19,2025-10-19,Reward
190,,32955,CREDIT,1.20159E+15,2304,2022-01-27,2025-01-27,Shopping
191,16151,,DEBIT,8.76614E+15,,2021-03-03,2025-03-03,UnionPay
192,22454,,DEBIT,7.38651E+15,,2022-06-23,2026-06-23,Discover
193,29832,,DEBIT,2.22026E+15,,2022-07-09,2026-07-09,Visa
194,,75949,CREDIT,9.0163E+14,5877,2022-11-07,2025-11-07,Reward
195,26653,,DEBIT,9.9346E+15,,2021-08-26,2025-08-26,MasterCard
196,26844,,DEBIT,3.79779E+15,,2022-08-19,2026-08-19,Visa
197,,43812,CREDIT,8.59713E+15,2470,2022-07-06,2025-07-06,Travel
198,,31166,CREDIT,7.01363E+15,4575,2021-08-10,2024-08-10,Shopping
199,471,,DEBIT,2.15057E+15,,2023-05-08,2027-05-08,Discover
200,,66780,CREDIT,7.87042E+15,8678,2022-11-07,2025-11-07,Reward
201,20559,,DEBIT,3.41927E+14,,2020-12-09,2024-12-09,UnionPay
202,25168,,DEBIT,4.60666E+15,,2021-10-24,2025-10-24,Visa
203,,32398,CREDIT,5.47923E+15,6366,2020-07-15,2023-07-15,Business
204,,73779,CREDIT,6.07192E+15,5189,2022-07-01,2025-07-01,Reward
205,8916,,DEBIT,3.39287E+15,,2023-04-20,2027-04-20,UnionPay
206,16520,,DEBIT,3.28784E+15,,2022-08-24,2026-08-24,American Express
207,,32492,CREDIT,3.12652E+15,3028,2020-07-10,2023-07-10,Reward
208,,21974,CREDIT,8.85235E+15,3542,2020-09-30,2023-09-30,Travel
209,10275,,DEBIT,3.89345E+15,,2023-04-04,2027-04-04,MasterCard
210,17083,,DEBIT,3.27728E+15,,2022-08-22,2026-08-22,American Express
211,1979,,DEBIT,3.40877E+15,,2021-12-07,2025-12-07,Discover
212,,79107,CREDIT,3.48064E+15,9793,2021-12-09,2024-12-09,Business
213,30393,,DEBIT,5.87093E+15,,2022-10-17,2026-10-17,American Express
214,,90465,CREDIT,5.84539E+15,3792,2021-03-24,2024-03-24,Reward
215,33041,,DEBIT,6.77788E+15,,2023-05-27,2027-05-27,Discover
216,1589,,DEBIT,4.38087E+15,,2022-03-11,2026-03-11,UnionPay
217,,96215,CREDIT,2.76476E+15,4267,2021-01-07,2024-01-07,Reward
218,3803,,DEBIT,9.34336E+15,,2022-02-25,2026-02-25,MasterCard
219,,59816,CREDIT,8.66559E+15,4450,2022-12-28,2025-12-28,Business
220,16253,,DEBIT,1.43303E+15,,2023-01-28,2027-01-28,UnionPay
221,,25020,CREDIT,3.8409E+15,2899,2021-01-12,2024-01-12,Travel
222,,8854,CREDIT,8.23546E+15,4673,2021-01-07,2024-01-07,Reward
223,,44834,CREDIT,5.77474E+15,9524,2022-12-16,2025-12-16,Business
224,26041,,DEBIT,8.54306E+15,,2021-05-03,2025-05-03,Discover
225,29553,,DEBIT,1.8589E+15,,2021-03-13,2025-03-13,American Express
226,,13133,CREDIT,1.33487E+14,7743,2021-06-06,2024-06-06,Reward
227,20344,,DEBIT,6.14025E+14,,2022-07-15,2026-07-15,Discover
228,,63455,CREDIT,4.48237E+15,9067,2022-03-21,2025-03-21,Reward
229,,2122,CREDIT,5.38885E+15,4442,2023-01-06,2026-01-06,Travel
230,7918,,DEBIT,9.71988E+15,,2022-03-24,2026-03-24,Visa
231,3633,,DEBIT,4.22788E+14,,2021-07-27,2025-07-27,MasterCard
232,,24230,CREDIT,7.87795E+15,9457,2022-03-12,2025-03-12,Travel
233,30400,,DEBIT,1.85454E+15,,2021-07-14,2025-07-14,Visa
234,22807,,DEBIT,5.08163E+15,,2020-08-25,2024-08-25,UnionPay
235,,12202,CREDIT,2.36655E+15,5766,2021-06-25,2024-06-25,Travel
236,,24057,CREDIT,7.64889E+15,2769,2022-10-14,2025-10-14,Business
237,18688,,DEBIT,3.4433E+15,,2023-05-06,2027-05-06,MasterCard
238,29712,,DEBIT,6.55829E+15,,2022-12-27,2026-12-27,MasterCard
239,18676,,DEBIT,5.63182E+14,,2023-02-07,2027-02-07,MasterCard
240,12765,,DEBIT,6.48108E+15,,2021-11-06,2025-11-06,Visa
241,26629,,DEBIT,8.12941E+15,,2022-03-01,2026-03-01,American Express
242,22039,,DEBIT,3.98073E+14,,2022-01-05,2026-01-05,Discover
243,28634,,DEBIT,4.27062E+15,,2023-04-04,2027-04-04,MasterCard
244,10925,,DEBIT,5.60458E+14,,2021-08-28,2025-08-28,UnionPay
245,31715,,DEBIT,4.93526E+15,,2022-08-06,2026-08-06,UnionPay
246,,22849,CREDIT,8.67732E+15,5740,2023-05-13,2026-05-13,Business
247,,68387,CREDIT,2.39901E+15,4472,2022-07-18,2025-07-18,Shopping
248,,99705,CREDIT,6.1894E+15,4749,2022-12-05,2025-12-05,Travel
249,,4795,CREDIT,4.39838E+15,2503,2022-04-28,2025-04-28,Shopping
250,,43723,CREDIT,9.78361E+15,2170,2022-07-24,2025-07-24,Business
251,,545,CREDIT,6.78071E+15,4766,2020-10-21,2023-10-21,Travel
252,,41932,CREDIT,8.02323E+15,9752,2021-05-01,2024-05-01,Travel
253,,59425,CREDIT,8.18326E+15,2397,2022-01-10,2025-01-10,Shopping
254,,80671,CREDIT,5.03485E+15,6853,2022-06-16,2025-06-16,Travel
255,1729,,DEBIT,2.93582E+15,,2021-02-01,2025-02-01,Discover
256,26001,,DEBIT,3.26364E+15,,2021-10-04,2025-10-04,Visa
257,16123,,DEBIT,8.63017E+15,,2023-02-11,2027-02-11,Discover
258,,8388,CREDIT,4.06436E+15,4928,2022-03-29,2025-03-29,Travel
259,8317,,DEBIT,1.54114E+15,,2023-04-15,2027-04-15,MasterCard
260,,85476,CREDIT,1.32102E+15,2054,2021-02-27,2024-02-27,Business
261,19302,,DEBIT,4.14157E+15,,2021-11-11,2025-11-11,American Express
262,,5829,CREDIT,8.41555E+15,2603,2022-11-09,2025-11-09,Reward
263,,73498,CREDIT,7.06638E+14,2215,2020-08-06,2023-08-06,Shopping
264,32453,,DEBIT,6.29685E+15,,2022-06-25,2026-06-25,UnionPay
265,,47096,CREDIT,4.46835E+15,5188,2021-12-06,2024-12-06,Reward
266,14708,,DEBIT,6.42531E+15,,2023-03-11,2027-03-11,MasterCard
267,14833,,DEBIT,9.57589E+15,,2021-03-02,2025-03-02,Discover
268,8270,,DEBIT,4.09491E+15,,2022-03-03,2026-03-03,Discover
269,,71921,CREDIT,1.45795E+15,4106,2021-09-04,2024-09-04,Travel
270,,20666,CREDIT,1.60795E+15,8809,2022-01-20,2025-01-20,Business
271,8117,,DEBIT,9.87145E+15,,2021-04-14,2025-04-14,UnionPay
272,31426,,DEBIT,7.19176E+15,,2021-07-06,2025-07-06,American Express
273,,34651,CREDIT,2.25823E+15,4656,2020-12-12,2023-12-12,Travel
274,7906,,DEBIT,7.65635E+15,,2021-07-21,2025-07-21,American Express
275,11708,,DEBIT,6.48066E+15,,2021-04-24,2025-04-24,MasterCard
276,,1949,CREDIT,8.936E+14,9110,2022-08-09,2025-08-09,Shopping
277,,2417,CREDIT,4.46376E+15,7899,2020-11-13,2023-11-13,Reward
278,,24555,CREDIT,7.95978E+15,3053,2023-06-16,2026-06-16,Shopping
279,,28840,CREDIT,1.44379E+15,5452,2020-07-17,2023-07-17,Travel
280,,4316,CREDIT,7.25507E+15,9888,2022-09-22,2025-09-22,Travel
281,,28366,CREDIT,8.01663E+15,9301,2021-10-30,2024-10-30,Business
282,30401,,DEBIT,5.64814E+15,,2021-09-05,2025-09-05,Visa
283,,3089,CREDIT,9.9779E+14,6594,2022-04-08,2025-04-08,Travel
284,,64155,CREDIT,9.43052E+15,7583,2020-07-11,2023-07-11,Travel
285,18720,,DEBIT,6.23045E+15,,2022-08-20,2026-08-20,American Express
286,,52694,CREDIT,2.63454E+15,7698,2021-08-20,2024-08-20,Shopping
287,,39332,CREDIT,9.73699E+15,7195,2022-07-11,2025-07-11,Reward
288,16445,,DEBIT,5.84683E+15,,2022-05-19,2026-05-19,American Express
289,11981,,DEBIT,6.85496E+15,,2022-04-28,2026-04-28,MasterCard
290,,57016,CREDIT,9.95853E+15,4490,2022-06-05,2025-06-05,Reward
291,,71670,CREDIT,6.17178E+15,2844,2023-04-01,2026-04-01,Shopping
292,8428,,DEBIT,3.23474E+14,,2021-01-05,2025-01-05,Visa
293,31145,,DEBIT,3.95532E+15,,2022-08-04,2026-08-04,MasterCard
294,4312,,DEBIT,9.78451E+15,,2021-01-13,2025-01-13,American Express
295,,14322,CREDIT,3.17106E+15,4044,2020-08-11,2023-08-11,Shopping
296,,87165,CREDIT,6.45492E+15,7181,2022-03-02,2025-03-02,Travel
297,,89923,CREDIT,4.4473E+14,3907,2022-12-06,2025-12-06,Reward
298,,63169,CREDIT,3.77543E+15,2730,2021-12-19,2024-12-19,Reward
299,4939,,DEBIT,8.49415E+15,,2021-07-29,2025-07-29,Discover
300,,8094,CREDIT,6.76237E+15,9302,2021-06-01,2024-06-01,Reward
301,,46291,CREDIT,5.7658E+15,6212,2021-12-26,2024-12-26,Business
302,30040,,DEBIT,3.70537E+14,,2022-08-31,2026-08-31,MasterCard
303,9743,,DEBIT,3.94775E+15,,2023-02-19,2027-02-19,Discover
304,11601,,DEBIT,6.19932E+15,,2020-07-18,2024-07-18,MasterCard
305,29939,,DEBIT,8.89968E+15,,2020-11-19,2024-11-19,Discover
306,,67105,CREDIT,3.16274E+15,3891,2020-07-10,2023-07-10,Shopping
307,19991,,DEBIT,3.9929E+15,,2022-04-16,2026-04-16,American Express
308,,78459,CREDIT,7.83094E+15,9047,2022-11-09,2025-11-09,Reward
309,,50226,CREDIT,4.16154E+15,9474,2022-04-07,2025-04-07,Reward
310,25071,,DEBIT,3.181E+14,,2022-06-08,2026-06-08,Discover
311,4068,,DEBIT,1.46956E+15,,2021-07-23,2025-07-23,Visa
312,20079,,DEBIT,7.48049E+15,,2022-07-23,2026-07-23,MasterCard
313,,33739,CREDIT,9.38788E+15,8790,2021-04-17,2024-04-17,Business
314,,71161,CREDIT,3.50676E+15,2109,2023-01-19,2026-01-19,Business
315,10130,,DEBIT,2.2137E+15,,2022-08-14,2026-08-14,Visa
316,,75086,CREDIT,5.99893E+15,8906,2020-12-25,2023-12-25,Reward
317,,66989,CREDIT,8.79037E+15,7930,2021-01-30,2024-01-30,Reward
318,4945,,DEBIT,2.58823E+15,,2020-07-13,2024-07-13,Visa
319,,67682,CREDIT,6.64931E+15,3157,2023-06-15,2026-06-15,Shopping
320,2576,,DEBIT,1.68177E+15,,2022-01-12,2026-01-12,Discover
321,15722,,DEBIT,9.6928E+15,,2023-01-16,2027-01-16,UnionPay
322,8178,,DEBIT,8.99924E+15,,2023-03-01,2027-03-01,Visa
323,,23661,CREDIT,7.10961E+15,8849,2022-08-22,2025-08-22,Reward
324,,27069,CREDIT,6.28942E+15,8234,2022-05-07,2025-05-07,Reward
325,13260,,DEBIT,1.67657E+15,,2022-09-21,2026-09-21,UnionPay
326,3180,,DEBIT,2.50656E+15,,2021-11-01,2025-11-01,Visa
327,2064,,DEBIT,7.75629E+15,,2022-09-30,2026-09-30,American Express
328,30231,,DEBIT,2.69984E+15,,2023-01-22,2027-01-22,Discover
329,,30234,CREDIT,8.80701E+15,2167,2020-12-06,2023-12-06,Travel
330,4854,,DEBIT,1.38524E+14,,2021-01-12,2025-01-12,UnionPay
331,18477,,DEBIT,4.154E+15,,2022-11-15,2026-11-15,Discover
332,,44437,CREDIT,1.01921E+15,8860,2021-07-06,2024-07-06,Shopping
333,7919,,DEBIT,5.45215E+15,,2020-08-28,2024-08-28,Discover
334,8755,,DEBIT,9.41123E+15,,2022-04-23,2026-04-23,Discover
335,,40411,CREDIT,7.18804E+15,6467,2022-10-04,2025-10-04,Reward
336,,69172,CREDIT,9.7608E+15,9812,2022-05-23,2025-05-23,Shopping
337,27998,,DEBIT,2.73021E+15,,2020-08-29,2024-08-29,MasterCard
338,,53237,CREDIT,6.94507E+14,3481,2022-02-16,2025-02-16,Reward
339,25658,,DEBIT,2.05674E+15,,2020-08-03,2024-08-03,UnionPay
340,,5699,CREDIT,3.3162E+15,6466,2022-10-18,2025-10-18,Shopping
341,,20206,CREDIT,8.77231E+15,3488,2022-01-25,2025-01-25,Travel
342,,3234,CREDIT,1.23094E+15,4946,2021-08-28,2024-08-28,Travel
343,,94229,CREDIT,2.88247E+15,4954,2020-11-25,2023-11-25,Reward
344,12628,,DEBIT,1.72274E+15,,2022-11-24,2026-11-24,Visa
