2666,287,Amanda Howard,2022-05-28,483.59,2
7879,288,Debra King,2023-03-27,675.71,20
23883,289,Mr. Travis Lowery MD,2018-06-17,121.54,5
22678,290,John Hudson,2019-12-23,771.58,27
26160,291,Wyatt Pierce,2022-03-24,787.02,15
29511,292,Stanley Stevens,2018-06-24,69.89,15
19995,293,Charlene Newman,2018-04-29,251.4,11
21324,294,Carl Kidd,2019-11-06,179.27,25
1493,295,Lawrence Murphy,2020-11-16,342.87,34
29075,296,Blake Le,2023-05-08,167.11,12
31748,297,Christina Crawford,2021-03-17,161.04,28
2845,298,Elizabeth Archer,2022-10-14,177.74,1
27922,299,Richard Weaver,2023-02-23,348.48,4
23092,301,Justin Hernandez,2019-09-04,556.21,6
32176,302,Aaron Blackwell,2021-07-28,406.11,2
1595,303,Mr. Mario Contreras,2022-11-27,555.5,38
25677,304,Corey Cantu,2023-01-26,56.02,3
8206,305,Julie Reyes,2022-06-30,443.03,6
4095,306,Stacey Mckenzie,2020-10-15,74.42,16
17466,307,Lisa Mills,2019-11-21,925.25,27
2254,308,Jeremy Bailey,2018-01-08,197.25,22
31515,309,Cassandra Chang,2018-05-01,309.17,26
21609,310,Alexis Meyer,2023-06-12,177.59,1
28914,311,Amber Montgomery,2019-11-05,258.98,4
14618,312,Andrew Bennett,2018-10-06,61.89,24
1737,313,Emily Reese,2021-08-02,776.22,25
3809,314,Robin Hutchinson,2022-06-02,504.44,27
22333,315,Paul Lowe,2021-08-15,877.32,17
29426,316,Taylor Houston,2021-01-22,559.62,24
25077,317,Desiree West,2022-04-24,394.23,33
25957,318,Robert Richards,2018-10-10,269.19,16
21484,319,Mikayla Vega,2020-11-10,717.82,33
8375,321,Christopher Barrett,2018-12-01,835.61,39
11799,322,Kathryn Gaines,2022-11-15,762.23,29
31131,323,Logan Mccormick,2022-01-14,150.7,24
11205,324,Tammy Bond,2022-08-30,298.24,5
27554,325,Courtney Tucker,2023-03-31,139.74,35
17866,326,Robert Wilson,2020-04-14,666.79,7
15623,327,Anna Esparza,2021-08-20,514.43,1
14376,328,William Yang,2021-10-19,261.37,4
11439,329,Paige Blanchard,2022-05-26,941.73,23
22959,330,Cynthia Dodson DDS,2022-09-01,703.85,25
2820,331,Matthew Johnson,2020-07-26,558.38,38
31407,332,Jeffrey Johnson,2023-02-28,1154.14,21
18035,333,John Cruz,2020-10-02,408.35,32
12214,334,Kimberly Lawson,2022-07-05,53.93,4
10760,335,Janet Rios,2018-01-03,814.16,1
16460,336,Jaime Stevenson,2020-04-18,717.22,10
10240,337,Katherine Wade,2022-08-10,29.6,25
11104,338,Brandon Gonzales,2019-09-02,708.12,8
3544,339,Shannon Maldonado,2018-09-01,1012.91,9
9998,341,Mary Holloway,2020-04-07,871,37
1874,342,Carol Pena,2022-02-04,186.52,39
2913,343,Jean Turner,2021-01-22,208.87,24
4064,344,Yolanda Smith,2020-01-05,495.46,13
18705,345,Ronald Johnson,2023-04-23,1048.5,21
32639,346,Joanna Vincent,2022-01-26,404.57,34
27814,347,Hector Johnston,2021-12-01,225.18,1
32882,348,Cynthia Hayden,2022-08-06,529.33,35
29766,349,Lisa Smith,2022-01-13,276.8,37
7442,350,Linda Hall,2020-01-30,195.09,34
7369,351,Richard Bailey,2019-09-05,631.96,26
11028,352,Christopher Byrd,2022-02-25,626.2,29
8202,353,Allison Mayer,2018-05-17,462.86,6
30947,354,Andrew Carson,2023-03-11,277.32,20
22343,355,Connie Randall,2021-03-15,659.88,30
29054,356,Melissa Roman,2020-09-26,653.5,25
9796,357,Julia Ramirez,2019-01-16,586.18,34
6159,358,Michael Avila,2021-09-22,64.8,12
2313,359,Angela Sharp,2022-07-28,17.06,36
27373,361,Laura Barnes,2018-08-11,339.44,19
23025,362,Linda Patel,2023-02-15,99.8,40
30753,363,Stephen Kane,2018-09-10,852.82,29
4947,364,Kimberly Harris,2022-03-30,103.13,29
8853,365,Garrett Elliott Jr.,2023-02-24,370.21,25
18900,366,Patricia Powers,2018-10-10,214.95,10
13257,367,Kenneth Cox,2020-11-10,335.29,22
24397,368,Charles Underwood,2022-11-04,313.78,40
29863,369,Ashley Roberts,2021-10-20,664.39,32
23231,370,Samuel Washington DDS,2019-04-22,772.48,26
2477,371,Michael Brewer,2020-03-14,489.58,17
13943,372,Desiree Gray,2020-02-13,270.55,33
19374,373,Janice Flynn,2018-01-01,214.36,20
9312,374,Willie Gilbert,2022-08-31,871.16,23
30063,375,Keith Dominguez,2021-06-27,400,25
10120,376,Brent Lawson,2019-06-07,75.63,21
18573,377,Michelle Daniels,2020-07-04,713.68,21
15410,378,Melissa Stevens,2021-03-18,447.36,29
22510,379,Ms. Teresa Salazar,2019-07-20,850.91,3
19433,381,Trevor Pierce,2023-01-17,549.38,7
9213,382,Carolyn Porter,2023-03-17,688.19,21
812,383,Leah Maldonado,2020-08-01,501.53,24
24413,384,Andrew Arnold,2022-06-18,466.66,3
10532,385,Kathleen York,2020-10-19,708.72,12
12617,386,Kevin Duarte,2022-01-13,378.65,22
25506,387,Lisa Wade,2021-09-24,249.28,29
11052,388,Jamie Kelley DDS,2020-05-01,610.96,12
9864,389,Joseph Caldwell,2020-12-28,508.54,40
16224,390,Mrs. Cindy Young,2018-01-28,493.28,16
738,391,Cynthia Kaufman,2021-03-09,520.79,39
1765,392,Scott Villarreal,2021-02-23,793.05,36
6305,393,Matthew Bridges DDS,2018-12-02,586.7,31
7011,394,Adam Bullock,2018-12-14,1104.28,21
23591,395,Christopher Church,2023-06-01,829.4,7
6798,396,Nathaniel Davis,2018-11-04,860.84,31
22595,397,Steve Barnes,2018-05-06,528.16,35
6118,398,Nicholas Valdez Jr.,2022-09-22,891.38,22
12773,399,Scott Holmes,2021-07-05,439.59,26
18053,401,Brandon Marshall DDS,2019-04-08,349.91,27
3676,402,Kari Boyd,2020-06-19,524.3,32
23797,403,Andrew Daniel,2020-03-16,356.84,24
756,404,Edward Buck,2023-04-27,468.28,31
30728,405,Emma Hardy,2021-05-20,278.38,5
29122,406,Megan Hunter,2020-06-11,95.52,3
19740,407,Robert Murphy,2019-07-05,792.86,40
31052,408,Kim Mendez,2021-02-09,776.94,40
2636,409,Melissa Lee,2018-03-20,519.65,13
1286,410,Miss Jennifer Todd,2021-02-20,147.81,10
30133,411,Ian Stephens,2019-10-08,135.79,1
493,412,David Byrd,2021-08-25,636.24,5
19505,413,Andrea Whitney,2023-03-31,302.58,32
13884,414,Mark Shaw,2019-12-01,1001.61,15
24537,415,Louis Coleman,2021-06-20,367.22,32
6513,416,Leon King,2020-02-15,603.17,17
5664,417,David Wheeler,2022-12-28,205.99,12
13491,418,Cody Santana,2019-09-28,879.39,33
17833,419,Mark Campbell,2019-06-16,662.81,6
4535,421,Christopher Carlson,2023-03-29,162.29,36
2469,422,Jason Travis,2019-03-06,104.44,13
6184,423,Todd Huang,2018-07-27,795.74,3
13180,424,Steven Matthews,2019-08-25,887.59,13
19986,425,John Smith,2021-01-07,595.77,33
17219,426,Michele Davis,2018-06-13,323.83,18
23126,427,Antonio Hawkins,2019-06-24,800.69,17
29383,428,Robin Keller,2022-03-09,877.76,21
8917,429,Alicia Watson,2022-01-17,736.46,18
3052,430,Miranda Smith,2019-04-21,266.64,8
28429,431,Barbara Leach,2019-10-24,172.3,28
27258,432,Mike Anderson,2020-12-13,234.94,15
32052,433,Bernard Campbell,2022-06-21,517.5,30
20402,434,David Taylor,2018-07-07,702.15,4
17575,435,Megan Wright,2020-05-08,759.23,24
1756,436,Wyatt James,2021-08-25,743.29,10
18086,437,Jerry Velazquez,2020-09-19,522.45,21
17878,438,Jennifer Wells,2021-09-16,372.06,39
13039,439,Chelsey Escobar,2021-01-02,462.52,22
10174,441,Christopher Miller,2018-11-19,126.99,30
20820,442,Melissa Benitez,2020-05-20,263.18,35
32230,443,Dr. Brian Wilson,2022-09-28,989.25,15
5595,444,Jessica Cox,2018-12-03,853.67,37
11318,445,Benjamin Roberts,2019-12-12,219.13,40
19455,446,Susan Montgomery,2023-05-15,65.6,35
28068,447,Alyssa Murphy,2019-05-08,51.45,16
17756,448,Kristina Smith,2021-05-21,237.63,12
22326,449,Justin Pugh,2018-10-11,906.39,27
5806,450,Brian Smith,2020-08-12,196.42,31
33195,451,Colleen Harrison,2019-03-11,703.71,12
9050,452,Joe Benton,2021-11-03,379.3,18
9395,453,Matthew Graham,2020-03-13,109.75,9
21129,454,Victor Zamora,2019-07-11,234.03,6
15600,455,Rebecca Parsons,2020-03-13,324.76,18
19591,456,Caroline Turner,2023-05-06,659.78,6
17316,457,Matthew Johnson,2018-01-03,587.53,31
31463,458,James Wallace,2021-03-10,444.3,2
7478,459,Richard Rosales,2021-04-24,455.41,13
24577,461,Jeffrey Jones,2020-11-22,91.8,20
8201,462,Mary Medina,2019-09-16,31.18,7
2706,463,Tara Schmidt,2019-09-14,290.36,1
26816,464,Vanessa Poole,2021-01-27,589.95,30
4300,465,Kimberly Brewer,2022-07-12,818.8,33
13222,466,Valerie Nguyen,2023-01-05,635.24,9
32374,467,Caitlin Morgan,2021-09-14,209.75,19
32370,468,Benjamin Tucker,2019-04-14,417.44,23
8544,469,Ann Taylor,2022-02-10,169.11,19
3496,470,Amanda Williams,2020-04-29,690.62,28
27502,471,Jessica Ingram,2019-09-17,147.45,39
12400,472,Elizabeth Stevens,2022-08-01,84.86,29
31860,473,Maria Stevens,2022-05-06,130.96,19
10930,474,Frederick Jimenez,2018-04-21,258.53,32
22970,475,Dylan Terry,2021-05-25,712.55,13
25509,476,Michael Smith,2018-12-06,288.86,3
18555,477,Gabriella Hall,2021-10-03,229.22,32
26350,478,Jennifer Robinson,2021-05-07,516.08,1
16584,479,Megan Gates,2019-08-18,234.33,40
18264,481,Nicole Price,2018-08-05,604.36,40
19168,482,Raymond Fox,2021-11-15,485.39,27
25022,483,Katherine Morse,2020-06-29,753.78,28
29227,484,Debra Cooper,2021-12-26,222.23,35
13847,485,Walter Hicks,2021-10-13,167.1,38
30851,486,Melissa Douglas,2021-11-13,684.57,35
28071,487,Carrie Cohen,2019-04-24,667.98,35
30508,488,Elizabeth Hayes,2018-11-03,395.3,16
6234,489,Jo Martin,2022-08-06,120.91,35
19597,490,Amy Payne,2021-08-02,421.34,36
11194,491,Timothy Brown,2020-09-11,367.75,11
33297,492,Norman Galloway,2021-05-25,484.99,29
2926,493,Terry Fletcher,2018-10-04,207.17,35
18371,494,Troy Page,2018-06-21,196.19,24
25164,495,Rose Young,2018-03-12,617.45,15
27210,496,Frank Sparks,2022-05-23,941.15,23
24063,497,Dwayne Reynolds,2022-01-29,518.61,12
10530,498,Maurice Cross,2019-10-28,251.88,35
22889,499,Jennifer Richardson,2018-03-01,732.43,7
14189,501,Brent Murphy,2022-10-08,422.55,4
10760,502,Janet Rios,2020-05-14,15.7,22
9735,503,Gary Sharp,2018-03-08,52.97,34
30168,504,Vanessa Perez,2022-08-09,265.47,25
17698,505,David Williams,2018-12-21,460.76,33
32258,506,Christy Diaz,2022-03-15,659.47,30
10311,507,George Cunningham,2020-02-01,51.14,30
29382,508,Katie Cline,2020-02-02,52.3,3
653,509,Robert Moran,2020-06-15,626.11,1
520,510,Tiffany Evans,2023-03-24,421.88,13
11889,511,David Elliott,2021-02-27,847.19,39
20559,512,Edgar Sexton,2022-11-07,910.49,25
31228,513,John Delacruz,2020-11-03,298.42,38
23695,514,Brandon Ortiz,2021-01-24,856.81,33
27822,515,Theresa Werner,2020-08-01,102.98,40
14465,516,Jon Miller,2023-02-14,612.3,10
9981,517,Gabriel Smith,2020-04-04,447.62,7
16779,518,Barbara Parker,2021-01-30,207.73,4
33186,519,Joseph Padilla,2020-04-21,633.44,2
20060,521,Wanda Price,2019-03-29,488.95,24
31996,522,Michelle Lewis,2018-03-02,828.08,17
17122,523,Emily French,2021-07-02,238.5,23
19369,524,Glen Allen,2022-07-23,592.65,38
21228,525,Melinda Wheeler,2019-06-13,77.57,2
31271,526,Meredith Hunter,2018-01-30,690.64,14
28334,527,Daniel Tate,2020-10-29,150.56,10
7093,528,Kristen Morgan,2021-10-13,644.14,16
11743,529,Judith Hart,2022-09-22,792.23,23
5962,530,Benjamin Roberts,2020-05-17,533.14,34
17369,531,Elizabeth Miller,2022-06-06,563.67,4
1598,532,Betty Russo,2019-12-24,540.85,9
14772,533,Melinda Farmer,2018-11-28,122.83,6
26244,534,Stephanie Rivas,2018-05-04,257.75,5
6529,535,Victoria Phillips,2019-01-15,569.72,33
13864,536,Robert Rice,2019-09-01,729.1,39
32497,537,Danielle Dixon,2022-12-19,251.72,12
17446,538,David Davis,2021-03-05,798.49,1
30859,539,Breanna Cole,2019-12-13,264.03,9
28708,541,Savannah Hubbard,2023-01-21,87.38,27
12573,542,Michael Ibarra,2019-08-25,466.14,30
2768,543,Lisa Anderson,2019-03-19,385.17,32
3975,544,Francis Smith,2018-03-20,899.41,35
24216,545,Virginia Holden,2022-05-07,267.89,14
4463,546,James Greene,2019-11-06,180.63,20
5868,547,Dr. Heather Patel,2021-04-25,20.02,25
28419,548,Casey Stein,2022-08-12,589.07,3
30827,549,Brandy Santana,2022-05-31,842.57,20
23188,550,Kenneth Lutz,2021-01-08,414.6,19
6526,551,Michael Lin,2019-12-30,274.65,13
19704,552,James Ross,2021-09-24,671.49,33
28532,553,Melissa Stewart,2020-11-16,75.9,14
29349,554,Elizabeth Murphy,2022-05-10,873.02,39
3953,555,Jodi Gregory,2019-04-29,975.64,21
16914,556,Patrick Harvey,2022-04-24,7.79,16
